timestamp,temperature,humidity
2025-11-09 06:34:23,33,33
2025-11-09 06:34:24,22,64
2025-11-09 06:34:25,26,54
2025-11-09 06:34:26,24,77
2025-11-09 06:34:27,26,34
2025-11-09 06:35:12.890221,21,75
2025-11-09 06:35:13.898651,22,86
2025-11-09 06:35:14.907581,31,50
2025-11-09 06:35:15.914018,22,61
2025-11-09 06:35:16.927183,23,70
2025-11-09 06:35:17.933914,25,81
2025-11-09 06:35:18.943413,24,44
2025-11-09 06:35:19.951005,23,74
2025-11-09 06:35:20.959324,29,78
2025-11-09 06:35:21.967495,25,48
2025-11-09 06:35:22.975560,18,80
2025-11-09 06:35:23.983091,31,45
2025-11-09 06:35:25.020967,23,33
2025-11-09 06:35:26.029720,27,69
2025-11-09 06:35:27.037451,19,56
2025-11-09 06:35:28.045689,27,31
2025-11-09 06:35:29.053874,34,88
2025-11-09 06:35:30.062350,28,36
2025-11-09 06:35:31.070837,23,77
2025-11-09 06:35:32.077638,33,50
2025-11-09 06:35:33.085675,18,60
2025-11-09 06:35:34.096021,23,43
2025-11-09 06:35:35.110411,25,37
2025-11-09 06:35:36.118802,20,43
2025-11-09 06:35:37.126615,29,87
2025-11-09 06:35:38.134156,34,73
2025-11-09 06:35:39.142585,18,88
2025-11-09 06:35:40.148822,19,72
2025-11-09 06:35:41.156793,25,42
2025-11-09 06:35:42.163274,28,65
2025-11-09 06:35:43.170516,32,50
2025-11-09 06:35:44.177421,21,55
2025-11-09 06:35:45.184641,25,83
2025-11-09 06:35:46.192484,32,51
2025-11-09 06:35:47.200397,24,64
2025-11-09 06:35:48.208191,34,74
2025-11-09 06:35:49.214908,18,65
2025-11-09 06:35:50.222672,25,81
2025-11-09 06:35:51.231083,20,67
2025-11-09 06:35:52.240297,21,56
2025-11-09 06:35:53.259816,29,79
2025-11-09 06:35:54.266661,20,34
2025-11-09 06:35:55.273065,31,46
2025-11-09 06:35:56.281653,34,78
2025-11-09 06:35:57.289216,29,81
2025-11-09 06:35:58.296467,21,72
2025-11-09 06:35:59.304688,26,82
2025-11-09 06:36:00.313179,22,84
2025-11-09 06:36:01.320280,18,47
2025-11-09 06:36:02.327179,20,57
2025-11-09 06:36:03.333758,32,56
2025-11-09 06:36:04.342317,25,59
2025-11-09 06:36:05.351483,30,44
2025-11-09 06:36:06.358358,22,76
2025-11-09 06:36:07.366538,26,58
2025-11-09 06:36:08.374965,31,73
2025-11-09 06:36:09.382355,19,31
2025-11-09 06:36:10.395399,24,86
2025-11-09 06:36:11.403964,18,36
2025-11-09 06:36:12.412064,33,61
2025-11-09 06:36:13.419461,28,37
2025-11-09 06:36:14.427936,31,73
2025-11-09 06:36:15.436277,19,43
2025-11-09 06:36:24.301437,21,53
2025-11-09 06:36:25.311576,30,45
2025-11-09 06:36:26.318704,29,77
2025-11-09 06:36:27.326095,34,55
2025-11-09 06:36:28.333353,27,82
2025-11-09 06:36:29.340466,27,67
2025-11-09 06:36:30.347864,33,37
2025-11-09 06:36:31.355168,26,35
2025-11-09 06:36:32.363740,30,31
2025-11-09 06:36:33.371933,27,65
2025-11-09 06:36:34.379932,18,48
2025-11-09 06:36:35.389509,29,55
2025-11-09 06:36:36.395902,33,62
2025-11-09 06:36:37.403101,20,56
2025-11-09 06:36:38.411928,27,38
2025-11-09 06:36:39.420097,31,46
2025-11-09 06:36:40.428110,34,45
2025-11-09 06:36:41.436469,31,71
2025-11-09 06:36:42.444269,19,77
2025-11-09 06:36:43.451800,32,51
2025-11-09 06:36:44.467213,22,47
2025-11-09 06:36:45.474669,22,86
2025-11-09 06:36:46.482235,25,36
2025-11-09 06:36:47.490558,26,37
2025-11-09 06:36:48.497168,29,48
2025-11-09 06:36:49.505943,26,67
2025-11-09 06:36:50.514228,26,57
2025-11-09 06:36:51.522666,23,43
2025-11-09 06:36:52.531320,29,58
2025-11-09 06:36:53.538724,23,49
2025-11-09 06:36:54.546324,33,89
2025-11-09 06:36:55.556511,25,50
2025-11-09 06:36:56.563307,28,45
2025-11-09 06:36:57.571566,34,86
2025-11-09 06:36:58.579539,29,65
2025-11-09 06:36:59.588374,28,32
2025-11-09 06:37:00.597542,28,32
2025-11-09 06:37:01.606887,25,53
2025-11-09 06:37:02.613889,30,74
2025-11-09 06:37:03.621079,30,32
2025-11-09 06:37:04.628500,31,88
2025-11-09 06:37:05.636983,26,80
2025-11-09 06:37:06.645187,32,70
2025-11-09 06:37:07.652336,28,40
2025-11-09 06:37:08.661034,26,77
2025-11-09 06:37:09.668166,28,32
2025-11-09 06:37:10.675246,29,37
2025-11-09 06:37:11.683247,18,58
2025-11-09 06:37:12.691203,31,87
2025-11-09 06:37:13.700569,19,84
2025-11-09 06:37:14.709765,29,51
2025-11-09 06:37:15.717983,18,33
2025-11-09 06:37:16.728321,23,36
2025-11-09 06:37:17.737206,18,82
2025-11-09 06:37:18.745243,19,84
2025-11-09 06:37:19.752223,29,56
2025-11-09 06:37:20.762135,27,84
2025-11-09 06:37:21.774762,31,84
2025-11-09 06:37:22.782539,19,41
2025-11-09 06:37:23.789806,18,68
2025-11-09 06:37:24.799610,33,76
2025-11-09 06:37:25.808881,19,39
2025-11-09 06:37:26.818228,34,44
2025-11-09 06:37:27.828153,20,42
2025-11-09 06:37:28.836156,22,33
2025-11-09 06:37:29.847002,20,68
2025-11-09 06:37:30.856794,20,50
2025-11-09 06:37:31.865011,22,65
2025-11-09 06:37:32.873618,34,74
2025-11-09 06:37:33.881273,22,74
2025-11-09 06:37:34.889172,29,63
2025-11-09 06:37:35.896895,29,45
2025-11-09 06:37:36.906149,33,50
2025-11-09 06:37:37.913730,21,65
2025-11-09 06:37:38.922159,33,85
2025-11-09 06:37:39.929325,31,30
2025-11-09 06:37:40.937757,28,84
2025-11-09 06:37:41.945678,28,52
2025-11-09 06:37:42.953247,23,40
2025-11-09 06:37:43.961531,32,37
2025-11-09 06:37:44.969136,23,66
2025-11-09 06:37:45.977392,32,89
2025-11-09 06:37:46.984889,32,61
2025-11-09 06:37:47.992899,22,76
2025-11-09 06:37:49.003208,30,50
2025-11-09 06:37:50.010831,18,62
2025-11-09 06:37:51.020569,30,78
2025-11-09 06:37:52.028788,30,53
2025-11-09 06:37:53.037263,18,77
2025-11-09 06:37:54.046646,26,80
2025-11-09 06:37:55.055483,22,42
2025-11-09 06:37:56.062062,31,65
2025-11-09 06:37:57.070769,25,34
2025-11-09 06:37:58.078509,19,61
2025-11-09 06:37:59.088965,27,79
2025-11-09 06:38:00.097218,31,86
2025-11-09 06:38:01.105652,27,57
2025-11-09 06:38:02.114223,21,53
2025-11-09 06:38:03.123184,27,84
2025-11-09 06:38:04.131689,23,57
2025-11-09 06:38:05.138423,32,50
2025-11-09 06:38:06.146085,20,33
2025-11-09 06:38:07.154649,34,32
2025-11-09 06:38:08.162276,20,39
2025-11-09 06:38:09.169459,22,38
2025-11-09 06:38:10.177112,29,59
2025-11-09 06:38:11.185232,32,60
2025-11-09 06:38:12.195515,33,36
2025-11-09 06:38:13.203186,25,53
2025-11-09 06:38:14.211195,24,81
2025-11-09 06:38:15.218816,31,47
2025-11-09 06:38:16.226385,33,73
2025-11-09 06:38:17.234211,33,88
2025-11-09 06:38:18.242890,25,83
2025-11-09 06:38:19.250786,19,61
2025-11-09 06:38:20.258293,33,31
2025-11-09 06:38:21.274854,23,36
2025-11-09 06:38:22.284117,33,35
2025-11-09 06:38:23.292036,27,64
2025-11-09 06:38:24.303016,24,47
2025-11-09 06:38:25.336852,24,38
2025-11-09 06:38:26.343910,24,87
2025-11-09 06:38:27.353190,28,81
2025-11-09 06:38:28.361189,31,81
2025-11-09 06:38:29.370305,19,61
2025-11-09 06:38:30.380472,32,53
2025-11-09 06:38:31.388538,20,73
2025-11-09 06:38:32.397226,21,38
2025-11-09 06:38:33.405884,26,72
2025-11-09 06:38:34.413129,26,38
2025-11-09 06:38:35.421899,33,83
2025-11-09 06:38:36.429847,34,83
2025-11-09 06:38:37.441823,31,38
2025-11-09 06:38:38.450115,25,87
2025-11-09 06:38:39.459259,23,89
2025-11-09 06:38:40.471716,34,87
2025-11-09 06:38:41.479935,27,84
2025-11-09 06:38:42.490710,26,40
2025-11-09 06:38:43.498802,32,68
2025-11-09 06:38:44.506342,21,54
2025-11-09 06:38:45.514462,18,77
2025-11-09 06:38:46.523571,28,46
2025-11-09 06:38:47.535776,28,75
2025-11-09 06:38:48.546070,27,70
2025-11-09 06:38:49.556682,32,30
2025-11-09 06:38:50.564848,23,51
2025-11-09 06:38:51.573366,24,70
2025-11-09 06:38:52.601853,24,33
2025-11-09 06:38:53.609550,32,75
2025-11-09 06:38:54.617311,20,34
2025-11-09 06:38:55.624991,33,48
2025-11-09 06:38:56.635529,30,64
2025-11-09 06:38:57.644581,18,32
2025-11-09 06:38:58.652301,20,87
2025-11-09 06:38:59.660770,19,82
2025-11-09 06:39:00.668636,28,37
2025-11-09 06:39:01.677552,30,42
2025-11-09 06:39:02.687258,21,83
2025-11-09 06:39:03.697482,27,51
2025-11-09 06:39:04.706491,26,80
2025-11-09 06:39:05.713941,25,48
2025-11-09 06:39:06.721821,22,84
2025-11-09 06:39:07.729025,32,81
2025-11-09 06:39:08.738106,18,68
2025-11-09 06:39:09.746801,28,85
2025-11-09 06:39:10.756781,30,45
2025-11-09 06:39:11.769389,26,88
2025-11-09 06:39:12.778452,23,84
2025-11-09 06:39:13.789025,32,45
2025-11-09 06:39:14.797577,30,55
2025-11-09 06:39:15.807374,26,83
2025-11-09 06:39:16.816792,24,40
2025-11-09 06:39:17.825122,27,88
2025-11-09 06:39:18.834456,24,50
2025-11-09 06:39:19.858491,26,40
2025-11-09 06:39:20.867309,34,89
2025-11-09 06:39:21.877804,29,53
2025-11-09 06:39:22.886081,23,75
2025-11-09 06:39:23.895428,20,64
2025-11-09 06:39:24.904443,20,33
2025-11-09 06:39:25.913919,24,36
2025-11-09 06:39:26.921323,27,80
2025-11-09 06:39:27.929879,23,38
2025-11-09 06:39:28.937665,24,70
2025-11-09 06:39:29.946809,28,72
2025-11-09 06:39:30.955793,23,33
2025-11-09 06:39:31.963610,27,76
2025-11-09 06:39:32.972029,21,59
2025-11-09 06:39:33.979743,25,83
2025-11-09 06:39:34.989446,26,36
2025-11-09 06:39:35.999089,22,77
2025-11-09 06:39:37.007971,32,58
2025-11-09 06:39:38.017638,21,68
2025-11-09 06:39:39.025797,19,55
2025-11-09 06:39:40.033694,31,78
2025-11-09 06:39:41.042610,20,66
2025-11-09 06:39:42.052322,34,89
2025-11-09 06:39:43.060036,29,76
2025-11-09 06:39:44.068192,34,69
2025-11-09 06:39:45.076440,29,63
2025-11-09 06:39:46.085470,26,33
2025-11-09 06:39:47.094338,27,83
2025-11-09 06:39:48.102978,23,72
2025-11-09 06:39:49.110803,30,35
2025-11-09 06:39:50.119117,25,31
2025-11-09 06:39:51.126405,19,61
2025-11-09 06:39:52.134938,33,53
2025-11-09 06:39:53.143409,31,79
2025-11-09 06:39:54.152278,24,84
2025-11-09 06:39:55.160987,24,31
2025-11-09 06:39:56.172117,21,40
2025-11-09 06:39:57.180491,26,85
2025-11-09 06:39:58.188586,21,34
2025-11-09 06:39:59.198185,30,74
2025-11-09 06:40:00.208381,34,56
2025-11-09 06:40:01.217629,21,67
2025-11-09 06:40:02.227005,24,80
2025-11-09 06:40:03.237413,23,69
2025-11-09 06:40:04.248280,33,38
2025-11-09 06:40:05.257520,26,78
2025-11-09 06:40:06.267911,34,81
2025-11-09 06:40:07.278465,22,69
2025-11-09 06:40:08.289415,33,64
2025-11-09 06:40:09.299085,29,54
2025-11-09 06:40:10.307891,24,40
2025-11-09 06:40:11.317223,24,77
2025-11-09 06:40:12.325700,19,31
2025-11-09 06:40:13.335091,26,86
2025-11-09 06:40:14.343947,26,66
2025-11-09 06:40:15.351537,25,74
2025-11-09 06:40:16.360569,33,60
2025-11-09 06:40:17.371941,32,49
2025-11-09 06:40:18.382530,33,81
2025-11-09 06:40:19.393190,24,56
2025-11-09 06:40:20.402470,19,60
2025-11-09 06:40:21.410039,24,86
2025-11-09 06:40:22.418927,18,41
2025-11-09 06:40:23.426938,25,48
2025-11-09 06:40:24.435667,19,50
2025-11-09 06:40:25.445448,28,39
2025-11-09 06:40:26.453726,30,57
2025-11-09 06:40:27.462999,19,53
2025-11-09 06:40:28.471362,18,81
2025-11-09 06:40:29.482060,31,76
2025-11-09 06:40:30.490482,32,47
2025-11-09 06:40:31.499907,22,36
2025-11-09 06:40:32.510476,28,30
2025-11-09 06:40:33.520394,23,40
2025-11-09 06:40:34.529962,20,72
2025-11-09 06:40:35.547295,23,44
2025-11-09 06:40:36.558262,19,58
2025-11-09 06:40:37.567914,22,73
2025-11-09 06:40:38.576515,28,84
2025-11-09 06:40:39.584435,27,48
2025-11-09 06:40:40.593088,30,73
2025-11-09 06:40:41.602973,18,53
2025-11-09 06:40:42.612504,33,42
2025-11-09 06:40:43.624227,25,70
2025-11-09 06:40:44.634179,25,33
2025-11-09 06:40:45.645819,21,37
2025-11-09 06:40:46.656902,32,75
2025-11-09 06:40:47.665105,18,36
2025-11-09 06:40:48.673402,23,77
2025-11-09 06:40:49.682643,22,77
2025-11-09 06:40:50.691025,26,36
2025-11-09 06:40:51.700439,30,45
2025-11-09 06:40:52.710055,21,85
2025-11-09 06:40:53.720117,22,53
2025-11-09 06:40:54.729859,33,47
2025-11-09 06:40:55.740075,27,75
2025-11-09 06:40:56.749680,18,47
2025-11-09 06:40:57.760713,32,41
2025-11-09 06:40:58.772316,21,63
2025-11-09 06:40:59.780633,29,39
2025-11-09 06:41:00.790420,31,34
2025-11-09 06:41:01.800690,31,58
2025-11-09 06:41:02.811310,21,31
2025-11-09 06:41:03.819987,19,39
2025-11-09 06:41:04.830649,27,45
2025-11-09 06:41:05.839383,22,89
2025-11-09 06:41:06.850689,30,64
2025-11-09 06:41:07.865520,21,78
2025-11-09 06:41:08.883318,19,47
2025-11-09 06:41:09.891285,23,46
2025-11-09 06:41:10.900295,31,86
2025-11-09 06:41:11.927974,20,33
2025-11-09 06:41:12.938460,20,65
2025-11-09 06:41:13.947809,25,55
2025-11-09 06:41:14.956065,31,35
2025-11-09 06:41:15.965499,29,76
2025-11-09 06:41:16.976045,34,50
2025-11-09 06:41:17.986303,24,54
2025-11-09 06:41:18.995600,28,64
2025-11-09 06:41:20.007324,24,84
2025-11-09 06:41:21.016299,18,81
2025-11-09 06:41:22.025722,19,70
2025-11-09 06:41:23.035466,31,59
2025-11-09 06:41:24.044591,20,59
2025-11-09 06:41:25.056969,31,81
2025-11-09 06:41:26.066921,21,46
2025-11-09 06:41:27.076391,29,81
2025-11-09 06:41:28.088583,24,80
2025-11-09 06:41:29.097677,26,63
2025-11-09 06:41:30.108337,18,55
2025-11-09 06:41:31.117251,20,69
2025-11-09 06:41:32.124848,33,61
2025-11-09 06:41:33.132713,31,73
2025-11-09 06:41:34.141118,30,89
2025-11-09 06:41:35.148982,27,80
2025-11-09 06:41:36.179391,34,70
2025-11-09 06:41:37.187259,20,45
2025-11-09 06:41:38.197171,30,71
2025-11-09 06:41:39.207890,34,33
2025-11-09 06:41:40.222252,24,82
2025-11-09 06:41:41.234573,26,67
2025-11-09 06:41:42.243710,19,79
2025-11-09 06:41:43.252516,24,87
2025-11-09 06:41:44.270677,27,87
2025-11-09 06:41:45.288475,31,49
2025-11-09 06:41:46.298202,20,70
2025-11-09 06:41:47.308528,24,58
2025-11-09 06:41:48.318121,26,86
2025-11-09 06:41:49.330952,32,64
2025-11-09 06:41:50.339674,32,85
2025-11-09 06:41:51.348109,29,89
2025-11-09 06:41:52.357833,20,41
2025-11-09 06:41:53.366354,24,75
2025-11-09 06:41:54.375012,19,38
2025-11-09 06:41:55.383065,19,48
2025-11-09 06:41:56.392391,28,71
2025-11-09 06:41:57.402298,23,74
2025-11-09 06:41:58.412976,23,57
2025-11-09 06:41:59.422211,28,46
2025-11-09 06:42:00.433323,29,34
2025-11-09 06:42:01.443979,24,37
2025-11-09 06:42:02.453288,21,34
2025-11-09 06:42:03.461970,27,55
2025-11-09 06:42:04.472157,22,56
2025-11-09 06:42:05.480719,22,54
2025-11-09 06:42:06.489215,25,32
2025-11-09 06:42:07.530245,24,30
2025-11-09 06:42:08.539691,20,89
2025-11-09 06:42:09.548525,32,69
2025-11-09 06:42:10.558409,32,36
2025-11-09 06:42:11.567917,30,49
2025-11-09 06:42:12.588610,32,39
2025-11-09 06:42:13.597412,30,42
2025-11-09 06:42:14.606083,31,79
2025-11-09 06:42:15.614954,21,69
2025-11-09 06:42:16.624608,28,81
2025-11-09 06:42:17.632871,26,74
2025-11-09 06:42:18.643454,20,44
2025-11-09 06:42:19.652475,19,32
2025-11-09 06:42:20.660458,19,32
2025-11-09 06:42:21.668183,18,46
2025-11-09 06:42:22.676746,21,48
2025-11-09 06:42:23.684514,28,43
2025-11-09 06:42:24.693139,18,51
2025-11-09 06:42:25.701786,18,38
2025-11-09 06:42:26.712873,18,45
2025-11-09 06:42:27.722253,19,78
2025-11-09 06:42:28.730817,33,44
2025-11-09 06:42:29.742379,34,41
2025-11-09 06:42:30.750824,23,67
2025-11-09 06:42:31.758622,31,48
2025-11-09 06:42:32.766671,19,69
2025-11-09 06:42:33.779258,20,38
2025-11-09 06:42:34.788606,23,30
2025-11-09 06:42:35.797576,34,44
2025-11-09 06:42:36.809260,20,56
2025-11-09 06:42:37.818070,32,76
2025-11-09 06:42:38.827532,33,35
2025-11-09 06:42:39.837959,23,75
2025-11-09 06:42:40.847550,20,70
2025-11-09 06:42:41.857815,27,48
2025-11-09 06:42:42.866487,32,80
2025-11-09 06:42:43.873862,28,44
2025-11-09 06:42:44.882754,25,42
2025-11-09 06:42:45.890254,33,84
2025-11-09 06:42:46.900604,29,41
2025-11-09 06:42:47.909310,28,36
2025-11-09 06:42:48.918165,30,85
2025-11-09 06:42:49.927721,33,66
2025-11-09 06:42:50.936474,20,62
2025-11-09 06:42:51.946484,22,71
2025-11-09 06:42:52.955723,20,39
2025-11-09 06:42:53.966845,24,60
2025-11-09 06:42:54.979624,29,87
2025-11-09 06:42:55.988100,20,52
2025-11-09 06:42:56.996790,27,60
2025-11-09 06:42:58.004979,19,82
2025-11-09 06:42:59.015060,21,48
2025-11-09 06:43:00.025110,19,41
2025-11-09 06:43:01.034098,28,82
2025-11-09 06:43:02.061951,31,56
2025-11-09 06:43:03.071559,18,63
2025-11-09 06:43:04.081608,20,66
2025-11-09 06:43:05.092406,31,63
2025-11-09 06:43:06.102576,18,51
2025-11-09 06:43:07.115580,19,51
2025-11-09 06:43:08.128708,34,79
2025-11-09 06:43:09.138311,19,54
2025-11-09 06:43:10.146141,31,63
2025-11-09 06:43:11.155039,25,73
2025-11-09 06:43:12.163317,23,60
2025-11-09 06:43:13.173167,24,56
2025-11-09 06:43:14.188584,33,55
2025-11-09 06:43:15.198040,28,86
2025-11-09 06:43:16.206260,31,38
2025-11-09 06:43:17.217300,31,56
2025-11-09 06:43:18.227513,33,51
2025-11-09 06:43:19.237402,22,60
2025-11-09 06:43:20.245604,27,72
2025-11-09 06:43:21.258273,23,49
2025-11-09 06:43:22.270148,23,67
2025-11-09 06:43:23.280509,25,64
2025-11-09 06:43:24.289128,30,31
2025-11-09 06:43:25.296816,32,76
2025-11-09 06:43:26.305900,27,71
2025-11-09 06:43:27.316039,27,32
2025-11-09 06:43:28.325012,33,32
2025-11-09 06:43:29.334524,27,36
2025-11-09 06:43:30.343883,29,43
2025-11-09 06:43:31.355616,30,84
2025-11-09 06:43:32.365431,31,61
2025-11-09 06:43:33.375055,18,57
2025-11-09 06:43:34.382879,25,78
2025-11-09 06:43:35.395188,26,63
2025-11-09 06:43:36.415450,27,66
2025-11-09 06:43:37.426436,25,33
2025-11-09 06:43:38.435419,27,31
2025-11-09 06:43:39.443948,33,38
2025-11-09 06:43:40.454856,20,59
2025-11-09 06:43:41.464253,26,32
2025-11-09 06:43:42.474012,19,65
2025-11-09 06:43:43.483120,18,70
2025-11-09 06:43:44.493635,22,86
2025-11-09 06:43:45.503210,26,80
2025-11-09 06:43:46.512952,29,74
2025-11-09 06:43:47.521856,18,85
2025-11-09 06:43:48.532532,21,36
2025-11-09 06:43:49.542667,26,81
2025-11-09 06:43:50.554146,26,76
2025-11-09 06:43:51.564169,22,31
2025-11-09 06:43:52.577683,28,76
2025-11-09 06:43:53.587243,20,60
2025-11-09 06:43:54.596551,22,76
2025-11-09 06:43:55.607930,24,33
2025-11-09 06:43:56.622926,24,47
2025-11-09 06:43:57.634729,20,31
2025-11-09 06:43:58.645135,25,60
2025-11-09 06:43:59.653902,29,58
2025-11-09 06:44:00.664477,29,89
2025-11-09 06:44:01.675338,33,35
2025-11-09 06:44:02.685870,33,81
2025-11-09 06:44:03.695675,26,70
2025-11-09 06:44:04.706791,27,40
2025-11-09 06:44:05.719072,31,87
2025-11-09 06:44:06.729530,24,71
2025-11-09 06:44:07.740800,34,85
2025-11-09 06:44:08.752265,22,74
2025-11-09 06:44:09.762976,20,47
2025-11-09 06:44:10.773754,18,68
2025-11-09 06:44:11.782268,24,44
2025-11-09 06:44:12.794056,18,89
2025-11-09 06:44:13.803497,31,86
2025-11-09 06:44:14.813992,25,76
2025-11-09 06:44:15.835036,32,86
2025-11-09 06:44:16.845539,29,77
2025-11-09 06:44:17.854391,28,46
2025-11-09 06:44:18.866314,23,59
2025-11-09 06:44:19.879006,21,86
2025-11-09 06:44:20.888998,27,83
2025-11-09 06:44:21.899297,32,88
2025-11-09 06:44:22.909715,33,59
2025-11-09 06:44:23.920123,29,37
2025-11-09 06:44:24.931276,32,84
2025-11-09 06:44:25.940848,32,73
2025-11-09 06:44:26.950347,27,38
2025-11-09 06:44:27.962955,21,70
2025-11-09 06:44:28.975018,29,66
2025-11-09 06:44:29.985825,28,38
2025-11-09 06:44:30.997181,18,41
2025-11-09 06:44:32.008276,28,86
2025-11-09 06:44:33.019553,31,74
2025-11-09 06:44:34.028281,31,74
2025-11-09 06:44:35.037922,20,37
2025-11-09 06:44:36.047859,32,70
2025-11-09 06:44:37.057088,18,69
2025-11-09 06:44:38.067051,23,40
2025-11-09 06:44:39.078105,32,68
2025-11-09 06:44:40.089473,31,76
2025-11-09 06:44:41.098894,34,73
2025-11-09 06:44:42.109353,23,36
2025-11-09 06:44:43.119931,29,42
2025-11-09 06:44:44.128307,22,70
2025-11-09 06:44:45.138560,25,35
2025-11-09 06:44:46.149016,22,54
2025-11-09 06:44:47.159025,27,82
2025-11-09 06:44:48.168053,30,67
2025-11-09 06:44:49.179361,30,32
2025-11-09 06:44:50.191408,28,88
2025-11-09 06:44:51.201701,21,87
2025-11-09 06:44:52.212273,28,71
2025-11-09 06:44:53.223249,33,46
2025-11-09 06:44:54.233020,25,39
2025-11-09 06:44:55.244074,31,43
2025-11-09 06:44:56.255436,24,37
2025-11-09 06:44:57.264063,25,67
2025-11-09 06:44:58.276975,25,57
2025-11-09 06:44:59.298386,19,40
2025-11-09 06:45:00.308782,33,40
2025-11-09 06:45:01.318480,22,82
2025-11-09 06:45:02.329366,29,53
2025-11-09 06:45:03.339682,18,56
2025-11-09 06:45:04.349264,24,76
2025-11-09 06:45:05.360854,20,50
2025-11-09 06:45:06.371765,33,40
2025-11-09 06:45:07.382058,20,45
2025-11-09 06:45:08.392944,24,33
2025-11-09 06:45:09.421614,24,38
2025-11-09 06:45:10.430627,22,43
2025-11-09 06:45:11.441223,25,37
2025-11-09 06:45:12.452652,25,32
2025-11-09 06:45:13.464054,26,31
2025-11-09 06:45:14.476440,20,80
2025-11-09 06:45:15.487102,30,68
2025-11-09 06:45:16.502991,30,31
2025-11-09 06:45:17.513374,24,46
2025-11-09 06:45:18.524266,34,82
2025-11-09 06:45:19.534416,27,76
2025-11-09 06:45:20.545453,20,55
2025-11-09 06:45:21.558636,31,62
2025-11-09 06:45:22.570968,32,31
2025-11-09 06:45:23.582861,24,64
2025-11-09 06:45:24.596904,33,37
2025-11-09 06:45:25.609545,26,55
2025-11-09 06:45:26.620940,28,42
2025-11-09 06:45:27.633099,32,49
2025-11-09 06:45:28.642718,33,63
2025-11-09 06:45:29.651521,31,47
2025-11-09 06:45:30.661876,34,81
2025-11-09 06:45:31.672867,20,48
2025-11-09 06:45:32.684813,25,86
2025-11-09 06:45:33.693459,22,68
2025-11-09 06:45:34.733850,29,52
2025-11-09 06:45:35.744125,32,83
2025-11-09 06:45:36.755590,24,62
2025-11-09 06:45:37.765736,20,58
2025-11-09 06:45:38.776222,20,80
